사업번호,보고년도,보고국가/기관,자료제출기관,CRS번호,대륙명,수원국,사업실시기관,사업실시기관코드,사업실시기관명,사업구분,양자/다자간 구분,자금구분,자금형태,원조유형,원조유형코드,사업명(한글),사업명(영문),사업분야,사업분야코드,SDGs,사업개시(예정)일,사업완공(예정)일,사업설명,성평등,환경 지원,민주적/포용적 거버넌스,무역개발,모자보건증진,재난위험경감,장애인권리,영양,기술협력,기술협력 세부항목,분야별 프로그램 원조,프로젝트 원조,혼합신용,생물의 다양성,기후변화 완화,기후변화 적응,사막화,"약정액
[백만달러]","지출액
[백만달러]","회수액
[백만달러]","순지출액
[백만달러]","증여등가액
[백만달러]","비구속성 금액
[백만달러]","부분 비구속성 금액
[백만달러]","구속성 금액
[백만달러]",투자관련기술협력 금액[USD],"수출신용 금액
[USD]",약정일,상환방식,연간상환횟수,이자율,최초상환일,최종상환일,"이자수취액
[USD]","차관잔액
[USD]","연체원금
[USD]","연체이자
[USD]","차년도 상환원금
[USD]","차년도 지불이자
[USD]"
2021040102285,2023,대한민국,한국국제협력단(KOICA),2021018858,아시아 > 서남 및 중앙아시아,스리랑카,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-아시아 전자정부 역량강화(2021),Masters Degree Program in e-Government and Public Management for Asia(2021),공공정책 및 행정관리,15110,16.6; 5.5,2021-08-01,2023-12-31,전자정부 분야에 관심있는 개도국 공무원의 전자정부 관련 행정역량 강화를 위한 학위과정을 제공함으로써 아시아 국가 전자정부 분야의 행정 및 정책 역량을 강화하고 경제사회 발전 등에 기여,관련내용이 부수적(2차적) 목적인 경우,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102286,2023,대한민국,한국국제협력단(KOICA),2021018859,아시아 > 극동 아시아,몽골,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-아시아 전자정부 역량강화(2021),Masters Degree Program in e-Government and Public Management for Asia(2021),공공정책 및 행정관리,15110,16.6; 5.5,2021-08-01,2023-12-31,전자정부 분야에 관심있는 개도국 공무원의 전자정부 관련 행정역량 강화를 위한 학위과정을 제공함으로써 아시아 국가 전자정부 분야의 행정 및 정책 역량을 강화하고 경제사회 발전 등에 기여,관련내용이 부수적(2차적) 목적인 경우,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.013037,0.013037,NA,0.013037,0.013037,0,0,0.013037,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102287,2023,대한민국,한국국제협력단(KOICA),2021018860,아시아 > 극동 아시아,라오스,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-아시아 전자정부 역량강화(2021),Masters Degree Program in e-Government and Public Management for Asia(2021),공공정책 및 행정관리,15110,16.6; 5.5,2021-08-01,2023-12-31,전자정부 분야에 관심있는 개도국 공무원의 전자정부 관련 행정역량 강화를 위한 학위과정을 제공함으로써 아시아 국가 전자정부 분야의 행정 및 정책 역량을 강화하고 경제사회 발전 등에 기여,관련내용이 부수적(2차적) 목적인 경우,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102289,2023,대한민국,한국국제협력단(KOICA),2021018712,아시아 > 서남 및 중앙아시아,아프가니스탄,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-농업생산성 역량강화(2021),Masters Degree Program in Agricultural Production(2021),식량생산,31161,2.3,2021-08-01,2023-12-31,농업생산성 분야에 관심있는 개도국 공무원의 농업생산 관련 행정역량 강화를 위한 학위과정을 제공함으로써 개발도상국의 농업생산 발전 도모 및 농업분야 핵심 인력들과 정치경제 교류,해당사항 없음,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102290,2023,대한민국,한국국제협력단(KOICA),2021018861,아시아 > 서남 및 중앙아시아,방글라데시,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-농업생산성 역량강화(2021),Masters Degree Program in Agricultural Production(2021),식량생산,31161,2.3,2021-08-01,2023-12-31,농업생산성 분야에 관심있는 개도국 공무원의 농업생산 관련 행정역량 강화를 위한 학위과정을 제공함으로써 개발도상국의 농업생산 발전 도모 및 농업분야 핵심 인력들과 정치경제 교류,해당사항 없음,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102291,2023,대한민국,한국국제협력단(KOICA),2021018862,아시아 > 극동 아시아,캄보디아,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-농업생산성 역량강화(2021),Masters Degree Program in Agricultural Production(2021),식량생산,31161,2.3,2021-08-01,2023-12-31,농업생산성 분야에 관심있는 개도국 공무원의 농업생산 관련 행정역량 강화를 위한 학위과정을 제공함으로써 개발도상국의 농업생산 발전 도모 및 농업분야 핵심 인력들과 정치경제 교류,해당사항 없음,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102292,2023,대한민국,한국국제협력단(KOICA),2021018863,아시아 > 극동 아시아,베트남,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-지방행정 역량강화(2021),Masters Degree Program in Public Administration(Local Government)(2021),분권화 및 지방정부 지원,15112,16.7; 5.5,2021-08-01,2023-12-31,지방행정 분야에 관심있는 개도국 공무원의 지방행정 관련 행정역량 강화를 위한 학위과정을 제공함으로써 개발도상국의 지방행정 발전 도모 및 경제개발 핵심 인력들과 정치 경제적으로 교류,관련내용이 부수적(2차적) 목적인 경우,해당사항 없음,관련내용이 주요(1차적) 목적인 경우,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102293,2023,대한민국,한국국제협력단(KOICA),2021018864,아프리카 > 사하라 이남 > 서부아프리카,가나,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-지방행정 역량강화(2021),Masters Degree Program in Public Administration(Local Government)(2021),분권화 및 지방정부 지원,15112,16.7; 5.5,2021-08-01,2023-12-31,지방행정 분야에 관심있는 개도국 공무원의 지방행정 관련 행정역량 강화를 위한 학위과정을 제공함으로써 개발도상국의 지방행정 발전 도모 및 경제개발 핵심 인력들과 정치 경제적으로 교류,관련내용이 부수적(2차적) 목적인 경우,해당사항 없음,관련내용이 주요(1차적) 목적인 경우,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.013037,0.013037,NA,0.013037,0.013037,0,0,0.013037,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102294,2023,대한민국,한국국제협력단(KOICA),2021018865,아프리카 > 사하라 이남 > 동부아프리카,케냐,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-지방행정 역량강화(2021),Masters Degree Program in Public Administration(Local Government)(2021),분권화 및 지방정부 지원,15112,16.7; 5.5,2021-08-01,2023-12-31,지방행정 분야에 관심있는 개도국 공무원의 지방행정 관련 행정역량 강화를 위한 학위과정을 제공함으로써 개발도상국의 지방행정 발전 도모 및 경제개발 핵심 인력들과 정치 경제적으로 교류,관련내용이 부수적(2차적) 목적인 경우,해당사항 없음,관련내용이 주요(1차적) 목적인 경우,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.013037,0.013037,NA,0.013037,0.013037,0,0,0.013037,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102295,2023,대한민국,한국국제협력단(KOICA),2021018866,아프리카 > 사하라 이남 > 동부아프리카,르완다,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-지방행정 역량강화(2021),Masters Degree Program in Public Administration(Local Government)(2021),분권화 및 지방정부 지원,15112,16.7; 5.5,2021-08-01,2023-12-31,지방행정 분야에 관심있는 개도국 공무원의 지방행정 관련 행정역량 강화를 위한 학위과정을 제공함으로써 개발도상국의 지방행정 발전 도모 및 경제개발 핵심 인력들과 정치 경제적으로 교류,관련내용이 부수적(2차적) 목적인 경우,해당사항 없음,관련내용이 주요(1차적) 목적인 경우,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.013037,0.013037,NA,0.013037,0.013037,0,0,0.013037,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102296,2023,대한민국,한국국제협력단(KOICA),2021018867,아프리카 > 사하라 이남 > 동부아프리카,탄자니아,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-지방행정 역량강화(2021),Masters Degree Program in Public Administration(Local Government)(2021),분권화 및 지방정부 지원,15112,16.7; 5.5,2021-08-01,2023-12-31,지방행정 분야에 관심있는 개도국 공무원의 지방행정 관련 행정역량 강화를 위한 학위과정을 제공함으로써 개발도상국의 지방행정 발전 도모 및 경제개발 핵심 인력들과 정치 경제적으로 교류,관련내용이 부수적(2차적) 목적인 경우,해당사항 없음,관련내용이 주요(1차적) 목적인 경우,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.013037,0.013037,NA,0.013037,0.013037,0,0,0.013037,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102297,2023,대한민국,한국국제협력단(KOICA),2021018868,아메리카 > 남아메리카,페루,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-지방행정 역량강화(2021),Masters Degree Program in Public Administration(Local Government)(2021),분권화 및 지방정부 지원,15112,16.7; 5.5,2021-08-01,2023-12-31,지방행정 분야에 관심있는 개도국 공무원의 지방행정 관련 행정역량 강화를 위한 학위과정을 제공함으로써 개발도상국의 지방행정 발전 도모 및 경제개발 핵심 인력들과 정치 경제적으로 교류,관련내용이 부수적(2차적) 목적인 경우,해당사항 없음,관련내용이 주요(1차적) 목적인 경우,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102298,2023,대한민국,한국국제협력단(KOICA),2021018869,아시아 > 서남 및 중앙아시아,아제르바이잔,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-지방행정 역량강화(2021),Masters Degree Program in Public Administration(Local Government)(2021),분권화 및 지방정부 지원,15112,16.7; 5.5,2021-08-01,2023-12-31,지방행정 분야에 관심있는 개도국 공무원의 지방행정 관련 행정역량 강화를 위한 학위과정을 제공함으로써 개발도상국의 지방행정 발전 도모 및 경제개발 핵심 인력들과 정치 경제적으로 교류,관련내용이 부수적(2차적) 목적인 경우,해당사항 없음,관련내용이 주요(1차적) 목적인 경우,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102299,2023,대한민국,한국국제협력단(KOICA),2021018870,아시아 > 서남 및 중앙아시아,키르기스스탄,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-지방행정 역량강화(2021),Masters Degree Program in Public Administration(Local Government)(2021),분권화 및 지방정부 지원,15112,16.7; 5.5,2021-08-01,2023-12-31,지방행정 분야에 관심있는 개도국 공무원의 지방행정 관련 행정역량 강화를 위한 학위과정을 제공함으로써 개발도상국의 지방행정 발전 도모 및 경제개발 핵심 인력들과 정치 경제적으로 교류,관련내용이 부수적(2차적) 목적인 경우,해당사항 없음,관련내용이 주요(1차적) 목적인 경우,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102300,2023,대한민국,한국국제협력단(KOICA),2021018871,아시아 > 서남 및 중앙아시아,우즈베키스탄,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-지방행정 역량강화(2021),Masters Degree Program in Public Administration(Local Government)(2021),분권화 및 지방정부 지원,15112,16.7; 5.5,2021-08-01,2023-12-31,지방행정 분야에 관심있는 개도국 공무원의 지방행정 관련 행정역량 강화를 위한 학위과정을 제공함으로써 개발도상국의 지방행정 발전 도모 및 경제개발 핵심 인력들과 정치 경제적으로 교류,관련내용이 부수적(2차적) 목적인 경우,해당사항 없음,관련내용이 주요(1차적) 목적인 경우,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.013037,0.013037,NA,0.013037,0.013037,0,0,0.013037,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102302,2023,대한민국,한국국제협력단(KOICA),2021018713,아시아 > 극동 아시아,인도네시아,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-ICT 테크노정책(2021),Master's Degree Program in ICT Policy(2021),통신정책 및 행정관리,22010,9.c,2021-08-01,2023-12-31,"개도국 공무원들에게 한국의 대표 강점분야인 정보통신, ICT분야의 산업개발 경험과 정책 노하우를 전수하여 자국 국가개발에 필요한 ICT정책을 수립 및 실행, 평가할 수 있는 역량 개발을 지원",해당사항 없음,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102303,2023,대한민국,한국국제협력단(KOICA),2021018872,아시아 > 극동 아시아,라오스,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-ICT 테크노정책(2021),Master's Degree Program in ICT Policy(2021),통신정책 및 행정관리,22010,9.c,2021-08-01,2023-12-31,"개도국 공무원들에게 한국의 대표 강점분야인 정보통신, ICT분야의 산업개발 경험과 정책 노하우를 전수하여 자국 국가개발에 필요한 ICT정책을 수립 및 실행, 평가할 수 있는 역량 개발을 지원",해당사항 없음,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102304,2023,대한민국,한국국제협력단(KOICA),2021018873,아시아 > 서남 및 중앙아시아,네팔,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-ICT 테크노정책(2021),Master's Degree Program in ICT Policy(2021),통신정책 및 행정관리,22010,9.c,2021-08-01,2023-12-31,"개도국 공무원들에게 한국의 대표 강점분야인 정보통신, ICT분야의 산업개발 경험과 정책 노하우를 전수하여 자국 국가개발에 필요한 ICT정책을 수립 및 실행, 평가할 수 있는 역량 개발을 지원",해당사항 없음,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102305,2023,대한민국,한국국제협력단(KOICA),2021018874,아시아 > 극동 아시아,필리핀,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-ICT 테크노정책(2021),Master's Degree Program in ICT Policy(2021),통신정책 및 행정관리,22010,9.c,2021-08-01,2023-12-31,"개도국 공무원들에게 한국의 대표 강점분야인 정보통신, ICT분야의 산업개발 경험과 정책 노하우를 전수하여 자국 국가개발에 필요한 ICT정책을 수립 및 실행, 평가할 수 있는 역량 개발을 지원",해당사항 없음,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102306,2023,대한민국,한국국제협력단(KOICA),2021018875,아시아 > 중동,이라크,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-ICT 테크노정책(2021),Master's Degree Program in ICT Policy(2021),통신정책 및 행정관리,22010,9.c,2021-08-01,2023-12-31,"개도국 공무원들에게 한국의 대표 강점분야인 정보통신, ICT분야의 산업개발 경험과 정책 노하우를 전수하여 자국 국가개발에 필요한 ICT정책을 수립 및 실행, 평가할 수 있는 역량 개발을 지원",해당사항 없음,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.013037,0.013037,NA,0.013037,0.013037,0,0,0.013037,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102307,2023,대한민국,한국국제협력단(KOICA),2021018876,아시아 > 중동,요르단,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-ICT 테크노정책(2021),Master's Degree Program in ICT Policy(2021),통신정책 및 행정관리,22010,9.c,2021-08-01,2023-12-31,"개도국 공무원들에게 한국의 대표 강점분야인 정보통신, ICT분야의 산업개발 경험과 정책 노하우를 전수하여 자국 국가개발에 필요한 ICT정책을 수립 및 실행, 평가할 수 있는 역량 개발을 지원",해당사항 없음,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102308,2023,대한민국,한국국제협력단(KOICA),2021018877,아프리카 > 사하라 이남 > 동부아프리카,부룬디,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-ICT 테크노정책(2021),Master's Degree Program in ICT Policy(2021),통신정책 및 행정관리,22010,9.c,2021-08-01,2023-12-31,"개도국 공무원들에게 한국의 대표 강점분야인 정보통신, ICT분야의 산업개발 경험과 정책 노하우를 전수하여 자국 국가개발에 필요한 ICT정책을 수립 및 실행, 평가할 수 있는 역량 개발을 지원",해당사항 없음,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102309,2023,대한민국,한국국제협력단(KOICA),2021018878,아프리카 > 사하라 이남 > 동부아프리카,에티오피아,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-ICT 테크노정책(2021),Master's Degree Program in ICT Policy(2021),통신정책 및 행정관리,22010,9.c,2021-08-01,2023-12-31,"개도국 공무원들에게 한국의 대표 강점분야인 정보통신, ICT분야의 산업개발 경험과 정책 노하우를 전수하여 자국 국가개발에 필요한 ICT정책을 수립 및 실행, 평가할 수 있는 역량 개발을 지원",해당사항 없음,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102310,2023,대한민국,한국국제협력단(KOICA),2021018879,아프리카 > 사하라 이남 > 서부아프리카,가나,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-ICT 테크노정책(2021),Master's Degree Program in ICT Policy(2021),통신정책 및 행정관리,22010,9.c,2021-08-01,2023-12-31,"개도국 공무원들에게 한국의 대표 강점분야인 정보통신, ICT분야의 산업개발 경험과 정책 노하우를 전수하여 자국 국가개발에 필요한 ICT정책을 수립 및 실행, 평가할 수 있는 역량 개발을 지원",해당사항 없음,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021040102311,2023,대한민국,한국국제협력단(KOICA),2021018880,아프리카 > 사하라 이남 > 동부아프리카,마다가스카르,그밖의 공공단체,11004,한국국제협력단,"기존약정(당해 증액, 감액, 지출 발생) 사업",양자간(NGO 지원 제외),공적개발원조,"무상, 출연(분담금 포함)",개도국 유학생 및 연수생 지원,E01,석사학위-ICT 테크노정책(2021),Master's Degree Program in ICT Policy(2021),통신정책 및 행정관리,22010,9.c,2021-08-01,2023-12-31,"개도국 공무원들에게 한국의 대표 강점분야인 정보통신, ICT분야의 산업개발 경험과 정책 노하우를 전수하여 자국 국가개발에 필요한 ICT정책을 수립 및 실행, 평가할 수 있는 역량 개발을 지원",해당사항 없음,해당사항 없음,해당사항 없음,NA,해당사항 없음,해당사항 없음,NA,NA,1,개도국 유학생 및 연수생 지원,NA,NA,NA,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,0.006519,0.006519,NA,0.006519,0.006519,0,0,0.006519,NA,NA,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
